Name,Lat,Lon,SiteID
CSG-KTKT21,14.281800,107.968450,KTKT21
CSG-KTKT29,14.374940,107.958600,KTKT29
CSG-KTKT30,14.365010,108.008090,KTKT30
CSG-KTKT32,14.377331,108.014040,KTKT32
CSG-KTKT33,14.371960,107.989270,KTKT33
CSG-KTKT35,14.339360,107.986910,KTKT35
CSG-KTKT37,14.343990,108.037590,KTKT37
CSG-KTKT38,14.395860,107.994820,KTKT38
CSG-KTKT39,14.359170,107.984140,KTKT39
CSG-KTKT44,14.357944,108.003443,KTKT44
CSG-KTKT45,14.328680,107.994190,KTKT45
CSG-KTKT48,14.350000,108.006000,KTKT48
CSG-KTKT50,14.370330,108.020100,KTKT50
CSG-KTKT51,14.380341,107.975530,KTKT51
CSG-KTKT57,14.349100,108.013270,KTKT57
CSG-KTKT60,14.350190,108.022170,KTKT60
CSG-KTKT66,14.334810,107.995900,KTKT66
CSG-KTNH01,14.705260,107.686510,KTNH01
CSG-KTNH03,14.657090,107.698010,KTNH03
CSG-KTNH08,14.687100,107.716800,KTNH08
CSG-KTNH12,14.697090,107.666060,KTNH12
CSG-KTNH13,14.705900,107.698230,KTNH13
CSG-KTNH17,14.732063,107.692882,KTNH17
CSG-KTST_newsite1,14.409863,107.789758,KTST_newsite1
CSG-KTST03,14.446060,107.787630,KTST03
CSG-KTST14,14.404780,107.813910,KTST14
CSG-KTST15,14.380868,107.857499,KTST15
CSG-DGCJ01,12.653557,107.872539,DGCJ01
CSG-DGDG04,11.909468,107.801807,DGDG04
CSG-DGDG14,12.148014,107.836223,DGDG14
CSG-DGDL02,11.900507,107.544217,DGDL02
CSG-DGDL03,11.984295,107.572510,DGDL03
CSG-DGDL04,11.866914,107.492814,DGDL04
CSG-DGDL05,11.977500,107.580943,DGDL05
CSG-DGDL07,11.907693,107.396020,DGDL07
CSG-DGDL09,11.992351,107.544960,DGDL09
CSG-DGDL11,11.946333,107.579298,DGDL11
CSG-DGDL13,11.935613,107.539512,DGDL13
CSG-DGDL15,11.961960,107.517980,DGDL15
CSG-DGDL16,12.011000,107.526913,DGDL16
CSG-DGDL18,11.951980,107.479430,DGDL18
CSG-DGDL19,11.982780,107.599810,DGDL19
CSG-DGDL22,11.933483,107.433466,DGDL22
CSG-DGDL25,11.939250,107.457910,DGDL25
CSG-DGDL29,12.013514,107.490105,DGDL29
CSG-DGDL30,12.008160,107.564420,DGDL30
CSG-DGDL32,11.876657,107.415160,DGDL32
CSG-DGDL37,11.988720,107.508140,DGDL37
CSG-DGDL41,11.885090,107.527830,DGDL41
CSG-DGDL43,11.921551,107.416865,DGDL43
CSG-DGDL53,11.935448,107.599870,DGDL53
CSG-DGDM02,12.546357,107.813748,DGDM02
CSG-DGDM04,12.489220,107.720920,DGDM04
CSG-DGDM07,12.521022,107.758327,DGDM07
CSG-DGDM10,12.454036,107.656314,DGDM10
CSG-DGDM15,12.356058,107.569135,DGDM15
CSG-DGDM17,12.448530,107.609700,DGDM17
CSG-DGDM22,12.438070,107.661493,DGDM22
CSG-DGDM23,12.464289,107.613840,DGDM23
CSG-DGDM24,12.454767,107.636802,DGDM24
CSG-DGDM29,12.454119,107.622837,DGDM29
CSG-DGDM31,12.477886,107.699519,DGDM31
CSG-DGDM33,12.399503,107.608690,DGDM33
CSG-DGDM34,12.419883,107.582995,DGDM34
CSG-DGDM35,12.442340,107.630130,DGDM35
CSG-DGDM37,12.425840,107.694530,DGDM37
CSG-DGDM39,12.428508,107.634825,DGDM39
CSG-DGDS02,12.238385,107.615175,DGDS02
CSG-DGDS05,12.203240,107.637310,DGDS05
CSG-DGDS06,12.210220,107.579920,DGDS06
CSG-DGDS07,12.358941,107.634483,DGDS07
CSG-DGDS08,12.304713,107.593543,DGDS08
CSG-DGDS09,12.290028,107.577018,DGDS09
CSG-DGDS10,12.213370,107.542338,DGDS10
CSG-DGDS11,12.290252,107.547573,DGDS11
CSG-DGDS12,12.256882,107.573855,DGDS12
CSG-DGDS14,12.314373,107.619527,DGDS14
CSG-DGDS16,12.324530,107.566360,DGDS16
CSG-DGDS17,12.148243,107.639494,DGDS17
CSG-DGDS21,12.113664,107.656217,DGDS21
CSG-DGDS30,12.420017,107.653970,DGDS30
CSG-DGGN01,11.990450,107.672810,DGGN01
CSG-DGGN02,11.998121,107.703326,DGGN02
CSG-DGGN03,12.003599,107.683923,DGGN03
CSG-DGGN04,12.015477,107.685062,DGGN04
CSG-DGGN05,12.054203,107.680233,DGGN05
CSG-DGGN06,11.964421,107.736159,DGGN06
CSG-DGGN07,11.977438,107.648631,DGGN07
CSG-DGGN08,12.008160,107.666797,DGGN08
CSG-DGGN09,11.971620,107.698210,DGGN09
CSG-DGGN11,12.025080,107.740281,DGGN11
CSG-DGGN13,12.033772,107.686682,DGGN13
CSG-DGGN15,12.004822,107.694977,DGGN15
CSG-DGGN17,11.936601,107.748135,DGGN17
CSG-DGGN20,11.983769,107.698118,DGGN20
CSG-DGGN21,11.986447,107.685923,DGGN21
CSG-DGGN22,11.951412,107.702772,DGGN22
CSG-DGGN25,11.997610,107.692060,DGGN25
CSG-DGGN30,11.967640,107.711480,DGGN30
CSG-DGGN40,11.946910,107.675800,DGGN40
CSG-DGKN04,12.431362,107.883978,DGKN04
CSG-DGKN37,12.461320,107.745790,DGKN37
CSG-DGTD02,12.203897,107.489150,DGTD02
CSG-DGTD03,12.247554,107.437643,DGTD03
CSG-DGTD04,12.254765,107.386266,DGTD04
CSG-DGTD05,12.103697,107.484538,DGTD05
CSG-DGTD09,12.184230,107.450270,DGTD09
CSG-DGTD11,12.050451,107.486136,DGTD11
CSG-DGTD24,12.193888,107.462248,DGTD24
CSG-DLBH02,12.931363,108.264228,DLBH02
CSG-DLBH13,12.815090,108.272320,DLBH13
CSG-DLBH15,12.912622,108.260605,DLBH15
CSG-DLBH31,12.861390,108.258270,DLBH31
CSG-DLBHMA01,12.788900,107.636604,DLBHMA01
CSG-DLBT04,12.631540,107.998286,DLBT04
CSG-DLBT05,12.657706,108.107314,DLBT05
CSG-DLBT06,12.682360,108.029960,DLBT06
CSG-DLBT07,12.690778,108.066610,DLBT07
CSG-DLBT09,12.688217,108.055871,DLBT09
CSG-DLBT09-2,12.688217,108.055871,DLBT09
CSG-DLBT10,12.665790,108.031230,DLBT10
CSG-DLBT11,12.719780,108.071840,DLBT11
CSG-DLBT14,12.649460,108.018620,DLBT14
CSG-DLBT17,12.687890,108.042890,DLBT17
CSG-DLBT18,12.625360,107.963400,DLBT18
CSG-DLBT1E,12.687830,108.061310,DLBT1E
CSG-DLBT1Q,12.689350,108.113100,DLBT1Q
CSG-DLBT1R,12.697840,108.088160,DLBT1R
CSG-DLBT1T,12.614880,107.933720,DLBT1T
CSG-DLBT20,12.676640,107.993870,DLBT20
CSG-DLBT22,12.697800,108.029380,DLBT22
CSG-DLBT23,12.714560,108.016060,DLBT23
CSG-DLBT24,12.701491,108.075671,DLBT24
CSG-DLBT25,12.742710,108.153800,DLBT25
CSG-DLBT26,12.632194,108.027338,DLBT26
CSG-DLBT29,12.686520,108.095210,DLBT29
CSG-DLBT2H,12.640920,107.996810,DLBT2H
CSG-DLBT30-2,12.657780,108.047070,DLBT30
CSG-DLBT34,12.653292,108.029603,DLBT34
CSG-DLBT36,12.736210,108.143010,DLBT36
CSG-DLBT37,12.618170,108.010232,DLBT37
CSG-DLBT39,12.614217,107.946967,DLBT39
CSG-DLBT44,12.721560,108.047680,DLBT44
CSG-DLBT45,12.722173,108.091853,DLBT45
CSG-DLBT52,12.689150,108.048340,DLBT52
CSG-DLBT53,12.705160,108.055330,DLBT53
CSG-DLBT54,12.688400,108.035000,DLBT54
CSG-DLBT56,12.603598,108.032314,DLBT56
CSG-DLBT57,12.694160,108.045210,DLBT57
CSG-DLBT60,12.639740,108.015100,DLBT60
CSG-DLBT68,12.645510,108.026820,DLBT68
CSG-DLBT70,12.633590,107.983330,DLBT70
CSG-DLBT71,12.735670,108.126240,DLBT71
CSG-DLBT72,12.670280,108.027000,DLBT72
CSG-DLBT75,12.683650,108.059700,DLBT75
CSG-DLBT78,12.659020,108.018160,DLBT78
CSG-DLBT80,12.697710,108.057270,DLBT80
CSG-DLBT82,12.679530,108.043310,DLBT82
CSG-DLBT84,12.710400,108.061000,DLBT84
CSG-DLBT86,12.676460,108.026860,DLBT86
CSG-DLBT88,12.658220,108.031160,DLBT88
CSG-DLBT89,12.683267,108.009950,DLBT89
CSG-DLBTMA01,12.682900,108.035000,DLBTMA01
CSG-DLBTMA01-2,12.682900,108.035000,DLBTMA01
CSG-DLCG06,12.852200,108.100367,DLCG06
CSG-DLCG07,12.781192,108.069675,DLCG07
CSG-DLCG08,12.895770,108.066090,DLCG08
CSG-DLCG10,12.789150,108.014383,DLCG10
CSG-DLCG11,12.762830,108.068570,DLCG11
CSG-DLCG14,12.830697,108.033728,DLCG14
CSG-DLCG30,12.816600,108.071000,DLCG30
CSG-DLCG32,12.959500,108.089530,DLCG32
CSG-DLCG33,12.858890,107.973120,DLCG33
CSG-DLCG41,12.891770,108.179960,DLCG41
CSG-DLCK03,12.599150,108.160133,DLCK03
CSG-DLCK09,12.607681,108.124574,DLCK09
CSG-DLCK11,12.562817,108.169683,DLCK11
CSG-DLCK11-2,12.562817,108.169683,DLCK11
CSG-DLCK11-3,12.562817,108.169683,DLCK11
CSG-DLCK17,12.638127,108.120102,DLCK17
CSG-DLEH01,13.210478,108.206323,DLEH01
CSG-DLEH02,13.209395,108.307785,DLEH02
CSG-DLEH03,13.223465,108.089773,DLEH03
CSG-DLEH07,13.267261,108.290351,DLEH07
CSG-DLEH08,13.174432,108.218662,DLEH08
CSG-DLEH11,13.210228,108.268663,DLEH11
CSG-DLEH13,13.315330,108.149100,DLEH13
CSG-DLEH18,13.201290,108.215570,DLEH18
CSG-DLEH21,13.231676,108.189430,DLEH21
CSG-DLEH27,13.147942,108.128962,DLEH27
CSG-DLEK01,12.812267,108.446527,DLEK01
CSG-DLEK01-2,12.812267,108.446527,DLEK01
CSG-DLEK02,12.876323,108.519368,DLEK02
CSG-DLEK03,12.803688,108.540983,DLEK03
CSG-DLEK04,12.728720,108.552420,DLEK04
CSG-DLEK10,12.841530,108.430940,DLEK10
CSG-DLEK25,12.696010,108.463877,DLEK25
CSG-DLEK27,12.814122,108.518682,DLEK27
CSG-DLEK29,12.812599,108.460083,DLEK29
CSG-DLEK30,12.640380,108.514404,DLEK30
CSG-DLEK34,12.756270,108.510170,DLEK34
CSG-DLKB14,12.940084,108.230280,DLKB14
CSG-DLKB19,12.948271,108.253535,DLKB19
CSG-DLKB22,13.011552,108.152158,DLKB22
CSG-DLKB31,13.045997,108.226398,DLKB31
CSG-DLKB36,12.962560,108.249500,DLKB36
CSG-DLKG02,12.488990,108.298390,DLKG02
CSG-DLKG05,12.505530,108.238480,DLKG05
CSG-DLKG16,12.574827,108.336872,DLKG16
CSG-DLKN02,12.881983,108.386162,DLKN02
CSG-DLKN03,13.042590,108.332400,DLKN03
CSG-DLKN08,12.984109,108.434333,DLKN08
CSG-DLKN14,12.950532,108.306427,DLKN14
CSG-DLKN15,13.113790,108.328700,DLKN15
CSG-DLKN25,12.928709,108.417049,DLKN25
CSG-DLKN27,12.959500,108.347140,DLKN27
CSG-DLKN34,13.047480,108.397633,DLKN34
CSG-DLKP01,12.715607,108.241525,DLKP01
CSG-DLKP01-2,12.715607,108.241525,DLKP01
CSG-DLKP01-3,12.715607,108.241525,DLKP01
CSG-DLKP03,12.703585,108.150500,DLKP03
CSG-DLKP05,12.762750,108.413950,DLKP05
CSG-DLKP06,12.662540,108.431300,DLKP06
CSG-DLKP07,12.710140,108.436040,DLKP07
CSG-DLKP11,12.692520,108.383690,DLKP11
CSG-DLKP14,12.702408,108.197138,DLKP14
CSG-DLKP17,12.662000,108.348160,DLKP17
CSG-DLKP17-2,12.662000,108.348160,DLKP17
CSG-DLKP25,12.710978,108.289547,DLKP25
CSG-DLKP32,12.703650,108.323460,DLKP32
CSG-DLKP37,12.744230,108.373420,DLKP37
CSG-DLKP38,12.581743,108.430058,DLKP38
CSG-DLLK02,12.406426,108.199624,DLLK02
CSG-DLLK04,12.431760,108.209640,DLLK04
CSG-DLBD01,12.845130,107.857798,DLBD01
CSG-DLBD04,12.748780,108.008670,DLBD04
