BS_Name,BS_Lat,BS_Lon,Nearest_Router_Name,Nearest_Router_Lat,Nearest_Router_Lon,Route_Distance_KM,Status
2628-DN277,15.995821,108.247455,CSG-DNNH12,15.985639,108.239806,1.5726,Success
2628-DN278,16.009369,108.243381,CSG-DNNH38,16.01245,108.2547,1.7472,Success
2628-DN279,16.01142478,108.2625382,CSG-DNNH26_IXR-E,16.01551,108.25593,1.2178,Success
2628-DN280,15.997738,108.202218,CSG-DNHV36,15.991778,108.207528,1.1987,Success
2628-DN281,16.016142,108.22684,CSG-DNCL56,16.01077,108.22035,1.2464000000000002,Success
2628-DN282,16.01809056,108.2306567,CSG-DNHC48,16.02882,108.22079,2.0549,Success
2628-DN283,16.147079,108.114135,N/A,N/A,N/A,N/A,No router in radius
2628-DN284,15.990587,108.20278,CSG-DNHV36,15.991778,108.207528,0.69,Success
2628-DN285,16.007569,108.212934,CSG-DNCL24,16.00206,108.21279,0.6277,Success
2628-DN286,15.989571,108.266069,CSG-DNNH23,15.98891,108.26952,0.4632,Success
2628-DN287,16.006342,108.252895,CSG-DNNH38,16.01245,108.2547,0.8963,Success
2628-DN288,16.06686,108.082632,CSG-DNHW03_IXR-E,16.06129,108.10001,3.5772,Success
2628-DN289,16.018267,108.225698,CSG-DNCL56,16.01077,108.22035,1.245,Success
2628-DN290,15.993969,108.213607,CSG-DNHV36,15.991778,108.207528,0.8806,Success
2628-DN291,16.010398,108.227291,CSG-DNCL56,16.01077,108.22035,1.0644,Success
2628-DN292,16.012765,108.224665,CSG-DNCL56,16.01077,108.22035,0.6607999999999999,Success
2628-DN293,15.997979,108.224859,CSG-DNCL56,16.01077,108.22035,1.889,Success
2628-DN294,16.021162,108.2414,CSG-DNNH33,16.02587,108.23964,0.613,Success
2628-DN295,16.118091,108.131355,CSG-DNLC11_IXR-E,16.12094,108.11696,2.0444,Success
2628-GL001,14.077507,107.988768,CSG-GLCP10,14.067,107.98912,1.1935,Success
2628-GL002,13.45719261,108.0912446,N/A,N/A,N/A,N/A,No router in radius
2628-GL003,13.990311,108.107456,CSG-GLDD01,13.99314,108.118915,1.9807000000000001,Success
2628-GL004,13.554808,108.258933,N/A,N/A,N/A,N/A,No router in radius
2628-GL005,13.97217464,108.0130686,CSG-GLPK11,13.97127,108.00814,0.8403999999999999,Success
2628-GL006,13.948271,108.65496,CSG-GLAK01,13.95272,108.65778,0.7283999999999999,Success
2628-GL007,13.739809,107.599838,N/A,N/A,N/A,N/A,No router in radius
2628-GL008,13.951862,108.663151,CSG-GLAK01,13.95272,108.65778,1.2402,Success
2628-GL009,13.97156,108.5018,N/A,N/A,N/A,N/A,No router in radius
2628-GL010,13.646557,108.36763,N/A,N/A,N/A,N/A,No router in radius
2628-GL011,13.409491,108.438466,CSG-GLAP01,13.40359,108.44148,1.1389,Success
2628-GL012,13.36952,108.463434,N/A,N/A,N/A,N/A,No router in radius
2628-GL013,13.598866,108.103456,N/A,N/A,N/A,N/A,No router in radius
2628-GL014,13.777188,108.017685,N/A,N/A,N/A,N/A,No router in radius
2628-GL015,13.971209,108.028426,CSG-GLPK13,13.97138,108.03329,0.9494,Success
2628-GL016,13.983107,108.004144,CSG-GLPK65,13.975834,108.00695,1.1698,Success
2628-GL017,13.950604,108.664288,CSG-GLAK01,13.95272,108.65778,1.1393,Success
2628-GL018,13.970193,108.013154,CSG-GLPK11,13.97127,108.00814,0.7232000000000001,Success
2628-GL019,13.978483,108.003875,CSG-GLPK65,13.975834,108.00695,0.537,Success
2628-GL020,13.5106,108.461753,N/A,N/A,N/A,N/A,No router in radius
2628-GL021,13.99781,108.11733,CSG-GLDD01,13.99314,108.118915,1.5183,Success
2628-GL022,13.875258,108.027693,N/A,N/A,N/A,N/A,No router in radius
2628-GL023,13.427956,107.897781,N/A,N/A,N/A,N/A,No router in radius
2628-GL024,13.472375,108.078599,N/A,N/A,N/A,N/A,No router in radius
2628-GL025,13.695002,108.073407,N/A,N/A,N/A,N/A,No router in radius
2628-GL026,13.758441,107.887146,CSG-GLCR34,13.757243,107.87896,1.2075,Success
2628-GL027,13.961927,107.851874,N/A,N/A,N/A,N/A,No router in radius
2628-GL028,13.9431,107.864758,N/A,N/A,N/A,N/A,No router in radius
2628-GL029,13.201881,108.685697,CSG-GLKP01,13.195388,108.688647,1.5524,Success
2628-GL030,13.190256,108.696266,CSG-GLKP01,13.195388,108.688647,1.7112,Success
2628-GL031,14.007585,108.110355,CSG-GLDD01,13.99314,108.118915,2.7992,Success
2628-GL032,13.106662,108.704005,N/A,N/A,N/A,N/A,No router in radius
2628-GL033,13.361316,108.494053,N/A,N/A,N/A,N/A,No router in radius
2628-GL034,13.984779,108.057596,CSG-GLPK09,13.97904,108.05569,1.0547,Success
2628-GL035,13.943397,108.012807,CSG-GLPK72,13.936668,108.008327,1.2849000000000002,Success
2628-GL036,13.988729,108.021141,N/A,N/A,N/A,N/A,No router in radius
2628-GL037,13.984172,107.994406,CSG-GLPK20,13.986849,107.990474,1.2072,Success
2628-GL038,13.989902,107.992518,CSG-GLPK20,13.986849,107.990474,0.5162,Success
2628-GL039,13.989596,108.007286,CSG-GLPK65,13.975834,108.00695,1.9403,Success
2628-GL040,13.986064,108.003962,CSG-GLPK65,13.975834,108.00695,1.4798,Success
2628-GL041,13.999339,108.006812,N/A,N/A,N/A,N/A,No router in radius
2628-GL042,13.974599,107.995458,CSG-GLPK27,13.96849,107.99265,0.9417000000000001,Success
2628-GL043,13.970352,107.995547,CSG-GLPK27,13.96849,107.99265,0.4775,Success
2628-GL044,13.97154,108.016191,CSG-GLPK11,13.97127,108.00814,1.4850999999999999,Success
2628-GL045,13.976347,108.012349,CSG-GLPK11,13.97127,108.00814,1.0756,Success
2628-GL046,13.956368,108.007023,CSG-GLPK18,13.96026,108.00501,0.6666,Success
2628-GL047,13.979039,108.008107,CSG-GLPK65,13.975834,108.00695,0.7332000000000001,Success
2628-GL048,13.881423,108.265377,N/A,N/A,N/A,N/A,No router in radius
2628-GL049,13.995047,107.995383,CSG-GLPK20,13.986849,107.990474,1.6755,Success
2628-GL050,14.206156,107.947648,CSG-GLCP04,14.19663,107.96053,3.4221,Success
2628-GL051,14.008961,107.993039,CSG-GLPK54,14.015099,107.991227,1.422,Success
2628-GL052,13.979293,108.676357,CSG-GLAK17,13.97183,108.67151,1.0640999999999998,Success
2628-GL053,14.061155,108.648715,N/A,N/A,N/A,N/A,No router in radius
2628-GL054,14.0463,108.688441,N/A,N/A,N/A,N/A,No router in radius
2628-GL055,13.824254,107.999485,N/A,N/A,N/A,N/A,No router in radius
2628-GL056,13.803796,107.869217,N/A,N/A,N/A,N/A,No router in radius
2628-GL057,13.72742,107.945262,CSG-GLCR11,13.736433,107.956106,1.6954,Success
2628-GL058,13.746156,108.01923,CSG-GLCS03,13.7604,108.02576,5.8507,Success
2628-GL059,13.530399,108.320134,N/A,N/A,N/A,N/A,No router in radius
2628-GL060,13.977989,108.123256,CSG-GLDD01,13.99314,108.118915,2.4591999999999996,Success
2628-GL061,13.936296,107.991118,CSG-GLPK72,13.936668,108.008327,3.094,Success
2628-GL062,13.42306,107.862815,N/A,N/A,N/A,N/A,No router in radius
2628-GL063,13.430752,107.927907,N/A,N/A,N/A,N/A,No router in radius
2628-GL064,13.697916,108.079322,CSG-GLCS25,13.70529,108.09058,1.9886,Success
2628-GL065,13.714788,108.068426,N/A,N/A,N/A,N/A,No router in radius
2628-GL066,13.753335,107.88398,CSG-GLCR34,13.757243,107.87896,0.9422,Success
2628-GL067,13.746902,107.889915,CSG-GLCR34,13.757243,107.87896,2.1307,Success
2628-GL068,13.961804,107.836789,N/A,N/A,N/A,N/A,No router in radius
2628-GL069,13.858241,108.243785,N/A,N/A,N/A,N/A,No router in radius
2628-GL070,13.850985,108.28414,N/A,N/A,N/A,N/A,No router in radius
2628-GL071,13.793681,108.207903,N/A,N/A,N/A,N/A,No router in radius
2628-GL072,13.820273,107.870768,N/A,N/A,N/A,N/A,No router in radius
2628-GL073,13.834161,107.83052,N/A,N/A,N/A,N/A,No router in radius
2628-GL074,14.007408,108.004836,CSG-GLPK54,14.015099,107.991227,2.3808000000000002,Success
2628-GL075,13.982567,108.028512,CSG-GLPK19,13.99285,108.03925,2.6721,Success
2628-GL076,13.977619,108.031993,CSG-GLPK13,13.97138,108.03329,1.4092,Success
2628-GL077,14.037038,108.025032,CSG-GLPK23,14.03785,108.01285,1.8357,Success
2628-GL078,13.944977,108.740276,N/A,N/A,N/A,N/A,No router in radius
2628-GL079,14.02421,108.297675,N/A,N/A,N/A,N/A,No router in radius
2628-GL080,13.973985,107.971437,CSG-GLIG06_new,13.972574,107.956551,1.9957,Success
2628-GL081,13.94087,108.005224,CSG-GLPK72,13.936668,108.008327,0.8106,Success
2628-GL082,13.929499,108.017482,CSG-GLPK72,13.936668,108.008327,2.3722,Success
2628-GL083,13.969505,108.636294,CSG-GLDP09,13.963024,108.633344,1.1787,Success
2628-GL084,13.671579,108.032437,N/A,N/A,N/A,N/A,No router in radius
2628-GL085,13.6558,108.00194,N/A,N/A,N/A,N/A,No router in radius
2628-GL086,13.642291,108.107005,CSG-GLCS28,13.65337,108.09899,1.5965,Success
2628-GL087,13.54874349,108.1097609,CSG-GLCU01,13.547519,108.099326,2.0145,Success
2628-GL088,14.107564,107.970229,N/A,N/A,N/A,N/A,No router in radius
2628-GL089,14.152894,107.953343,CSG-GLCP05,14.14036,107.95247,1.4309,Success
2628-GL090,13.942586,108.133513,CSG-GLDD08,13.952179,108.13621,2.2271,Success
2628-GL091,14.07706,108.3284,N/A,N/A,N/A,N/A,No router in radius
2628-GL092,14.08463,108.3175,N/A,N/A,N/A,N/A,No router in radius
2628-GL093,13.993353,107.946268,N/A,N/A,N/A,N/A,No router in radius
2628-GL094,14.024454,107.95403,CSG-GLPK51,14.0286,107.96494,1.7558,Success
2628-GL095,13.923833,108.264093,N/A,N/A,N/A,N/A,No router in radius
2628-GL096,13.863954,108.136547,CSG-GLDD21,13.878516,108.127397,2.4856,Success
2628-GL097,14.103503,108.141768,N/A,N/A,N/A,N/A,No router in radius
2628-GL098,14.163721,108.158448,CSG-GLDD07,14.1685,108.1408,2.5359000000000003,Success
2628-GL099,13.955379,108.53012,N/A,N/A,N/A,N/A,No router in radius
2628-GL100,13.958149,107.539592,N/A,N/A,N/A,N/A,No router in radius
2628-GL101,13.8875,107.646661,N/A,N/A,N/A,N/A,No router in radius
2628-GL102,13.738112,107.58932,N/A,N/A,N/A,N/A,No router in radius
2628-GL103,13.715234,107.607717,N/A,N/A,N/A,N/A,No router in radius
2628-GL104,14.120049,108.052469,N/A,N/A,N/A,N/A,No router in radius
2628-GL105,14.137938,108.057396,N/A,N/A,N/A,N/A,No router in radius
2628-GL106,14.23792,107.926965,N/A,N/A,N/A,N/A,No router in radius
2628-GL107,14.109892,107.861724,N/A,N/A,N/A,N/A,No router in radius
2628-GL108,14.087917,107.88793,N/A,N/A,N/A,N/A,No router in radius
2628-GL109,13.933702,108.060159,N/A,N/A,N/A,N/A,No router in radius
2628-GL110,13.947964,108.04508,N/A,N/A,N/A,N/A,No router in radius
2628-GL111,13.660588,108.06377,N/A,N/A,N/A,N/A,No router in radius
2628-GL112,13.597973,108.081336,N/A,N/A,N/A,N/A,No router in radius
2628-GL113,13.64912,107.933561,CSG-GLCR10,13.63252,107.92644,2.2293000000000003,Success
2628-GL114,13.969798,108.070153,CSG-GLPK64,13.98039,108.07653,2.0287,Success
2628-GL115,13.820763,108.135718,N/A,N/A,N/A,N/A,No router in radius
2628-GL116,13.707896,108.082287,CSG-GLCS25,13.70529,108.09058,2.0225,Success
2628-GL117,13.610133,108.069195,N/A,N/A,N/A,N/A,No router in radius
2628-GL118,13.39332,108.427613,CSG-GLAP01,13.40359,108.44148,2.2799,Success
2628-GL119,13.429412,108.439831,N/A,N/A,N/A,N/A,No router in radius
2628-GL120,13.448272,108.40601,N/A,N/A,N/A,N/A,No router in radius
2628-GL121,13.521387,108.336852,N/A,N/A,N/A,N/A,No router in radius
2628-GL122,13.573821,108.44586,N/A,N/A,N/A,N/A,No router in radius
2628-GL123,13.780667,108.547388,N/A,N/A,N/A,N/A,No router in radius
2628-GL124,13.959494,108.640264,CSG-GLDP09,13.963024,108.633344,0.8609,Success
2628-GL125,14.031736,108.726629,N/A,N/A,N/A,N/A,No router in radius
2628-GL126,13.966562,108.649506,CSG-GLAK01,13.95272,108.65778,2.2299,Success
2628-GL127,13.704538,108.023183,CSG-GLCS04,13.69198,108.02816,1.8737000000000001,Success
2628-GL128,13.743535,107.843111,CSG-GLCR08,13.74548,107.85749,1.6517,Success
2628-GL129,13.755844,107.632077,N/A,N/A,N/A,N/A,No router in radius
2628-GL130,14.081339,108.098051,N/A,N/A,N/A,N/A,No router in radius
2628-GL131,13.89116,108.080993,N/A,N/A,N/A,N/A,No router in radius
2628-GL132,13.863464,108.133211,CSG-GLDD21,13.878516,108.127397,2.3866,Success
2628-GL133,13.8248233,107.6736674,N/A,N/A,N/A,N/A,No router in radius
2628-HU001,16.40789,107.59035,CSG-HUTH13,16.41803,107.59219,1.8284,Success
2628-HU002,16.440259,107.57194,CSG-HUTH29,16.444861,107.566333,0.9545,Success
2628-HU003,16.463245,107.607059,CSG-HUTH38,16.46218,107.60086,1.1610999999999998,Success
2628-HU004,16.14348,107.82791,N/A,N/A,N/A,N/A,No router in radius
2628-HU005,16.14091,107.85001,N/A,N/A,N/A,N/A,No router in radius
2628-HU006,16.4617114,107.5915368,CSG-HUTH11,16.460556,107.588222,0.392,Success
2628-HU007,16.44617,107.58838,CSG-HUTH51,16.44742,107.58385,0.6865,Success
2628-HU008,16.45326,107.56393,CSG-HUTH32,16.45543,107.57102,0.8018,Success
2628-HU009,16.44260587,107.6046816,CSG-HUTH18,16.44669,107.59563,1.6852,Success
2628-HU010,16.45981494,107.5850259,CSG-HUTH27,16.45711,107.585419,0.403,Success
2628-HU011,16.474058,107.572815,CSG-HUPX35,16.475679,107.579793,0.9655,Success
2628-HU012,16.200924,108.149994,N/A,N/A,N/A,N/A,No router in radius
2628-HU013,16.46977,107.57269,CSG-HUPX28,16.46525,107.56901,0.7833,Success
2628-HU014,16.47851,107.5993,CSG-HUTH30,16.476861,107.597694,0.3365,Success
2628-HU015,16.45071,107.594149,CSG-HUTH18,16.44669,107.59563,0.5752999999999999,Success
2628-HU016,16.46611,107.60891,CSG-HUTH2D,16.476389,107.60625,1.4417,Success
2628-HU017,16.4676,107.593,CSG-HUTH60,16.46932,107.59374,0.5564,Success
2628-HU018,16.45742,107.575737,CSG-HUTH32,16.45543,107.57102,0.6907000000000001,Success
2628-HU019,16.283088,108.00301,CSG-HUPL25,16.29091,108.01514,1.7504000000000002,Success
2628-HU020,16.4298008,107.58569,CSG-HUTH2B,16.42066,107.58053,1.5332000000000001,Success
2628-HU021,16.495347,107.585645,CSG-HUPX23,16.491191,107.588892,0.8827,Success
2628-HU022,16.457126,107.627383,CSG-HUTH2A,16.4562,107.62,1.961,Success
2628-HU023,16.40240259,107.6610771,CSG-HUHTMA01,16.41168,107.67333,3.3202,Success
2628-HU024,16.478694,107.61242,CSG-HUTH2D,16.476389,107.60625,1.0404,Success
2628-HU025,16.353647,107.677332,N/A,N/A,N/A,N/A,No router in radius
2628-HU026,16.710437,107.422924,N/A,N/A,N/A,N/A,No router in radius
2628-HU027,16.582,107.391402,N/A,N/A,N/A,N/A,No router in radius
2628-HU028,16.5618,107.591,N/A,N/A,N/A,N/A,No router in radius
2628-HU029,16.54311954,107.3710605,N/A,N/A,N/A,N/A,No router in radius
2628-HU030,16.25264,107.944217,N/A,N/A,N/A,N/A,No router in radius
2628-HU031,16.4364,107.6234,CSG-HUHT12,16.44264,107.62355,0.9221,Success
2628-HU032,16.460681,107.549286,CSG-HUPX25,16.46085,107.55659,1.3508,Success
2628-HU033,16.549724,107.439047,CSG-HUPD22,16.55369,107.44243,1.5765,Success
2628-HU034,16.46728,107.558256,CSG-HUPX25,16.46085,107.55659,0.9407000000000001,Success
2628-HU035,16.480586,107.563173,CSG-HUPX06,16.48023,107.55928,0.6035,Success
2628-HU036,16.448692,107.589753,CSG-HUTH20,16.45221,107.58958,0.498,Success
2628-HU037,16.493807,107.600129,CSG-HUTH2N,16.49246,107.60472,0.6455,Success
2628-HU038,16.469749,107.613765,CSG-HUTH2D,16.476389,107.60625,1.4997,Success
2628-HU039,16.4907,107.62408,CSG-HUPV08,16.49516,107.62916,1.4442000000000002,Success
2628-HU040,16.51492,107.715002,N/A,N/A,N/A,N/A,No router in radius
2628-HU041,16.41663957,107.8234702,CSG-HUPV14,16.40872,107.83615,1.7534,Success
2628-HU042,16.61070076,107.5568316,N/A,N/A,N/A,N/A,No router in radius
2628-HU043,16.27568889,107.8808521,CSG-HUPLMA02,16.269802,107.8984,2.7418,Success
2628-HU044,16.45163254,107.7970113,N/A,N/A,N/A,N/A,No router in radius
2628-HU045,16.43213053,107.7354741,CSG-HUPV10,16.44547,107.74654,2.3716,Success
2628-HU046,16.21706436,107.7249128,N/A,N/A,N/A,N/A,No router in radius
2628-HU047,16.47267,107.529738,N/A,N/A,N/A,N/A,No router in radius
2628-HU048,16.45743701,107.5799475,CSG-HUTH27,16.45711,107.585419,0.6636,Success
2628-HU049,16.45858442,107.5877452,CSG-HUTH11,16.460556,107.588222,0.4034,Success
2628-HU050,16.49688217,107.6171411,CSG-HUTH2N,16.49246,107.60472,2.1546,Success
2628-HU051,16.44216595,107.5766811,CSG-HUTH19,16.443067,107.581723,0.9472,Success
2628-HU052,16.30224732,107.2124516,N/A,N/A,N/A,N/A,No router in radius
2628-HU053,16.4106528,107.6105516,CSG-HUTH2E,16.39312,107.60934,7.0505,Success
2628-HU054,16.46169687,107.5642755,CSG-HUPX25,16.46085,107.55659,1.4182000000000001,Success
2628-HU055,16.44445232,107.5830619,CSG-HUTH51,16.44742,107.58385,0.42660000000000003,Success
2628-HU056,16.44807273,107.6042397,CSG-HUTH33,16.454313,107.605146,0.9282,Success
2628-HU057,16.48190748,107.593255,CSG-HUTH1M,16.484,107.59832,0.872,Success
2628-HU058,16.461618,107.612037,CSG-HUTH53,16.45983,107.60544,0.9881,Success
2628-HU059,16.4729,107.56948,CSG-HUPX28,16.46525,107.56901,1.1502999999999999,Success
2628-HU060,16.44581209,107.734062,CSG-HUPV10,16.44547,107.74654,1.8379,Success
2628-HU061,16.5506,107.60725,CSG-HUTH1J,16.5376,107.59998,4.7932,Success
2628-HU062,16.21566171,108.0327914,N/A,N/A,N/A,N/A,No router in radius
2628-HU063,16.414,107.58721,CSG-HUTH2B,16.42066,107.58053,1.2940999999999998,Success
2628-HU064,16.25993876,107.2928437,N/A,N/A,N/A,N/A,No router in radius
2628-HU065,16.45398254,107.5943121,CSG-HUTH40,16.45435,107.59201,1.0828,Success
2628-HU066,16.41795928,107.6697524,CSG-HUHTMA01,16.41168,107.67333,1.0919,Success
2628-HU067,16.48210813,107.6112227,CSG-HUTH2D,16.476389,107.60625,1.2532999999999999,Success
2628-HU069,16.48049064,107.6120173,CSG-HUTH2D,16.476389,107.60625,1.1424,Success
2628-HU070,16.51976343,107.4648656,CSG-HUHA01,16.5252,107.47588,1.8125,Success
2628-HU071,16.45904425,107.5894739,CSG-HUTH11,16.460556,107.588222,0.39039999999999997,Success
2628-HU072,16.49039378,107.5467062,CSG-HUPX03,16.48571,107.5479,1.288,Success
2628-HU073,16.60024062,107.3746193,N/A,N/A,N/A,N/A,No router in radius
2628-HU074,16.59575338,107.3848396,N/A,N/A,N/A,N/A,No router in radius
2628-HU075,16.58865366,107.3758533,N/A,N/A,N/A,N/A,No router in radius
2628-HU076,16.39637323,107.7032756,CSG-HUHT17,16.40466,107.71198,6.8305,Success
2628-HU077,16.487691,107.440424,CSG-HUHA21,16.49953,107.44453,1.6023,Success
2628-HU078,16.482289,107.61585,CSG-HUTH2D,16.476389,107.60625,1.7841,Success
2628-HU079,16.478042,107.615692,CSG-HUTH2D,16.476389,107.60625,2.1191,Success
2628-HU080,16.530308,107.318124,N/A,N/A,N/A,N/A,No router in radius
2628-HU081,16.504518,107.627139,CSG-HUPV08,16.49516,107.62916,4.861,Success
2628-HU082,16.413942,107.549913,N/A,N/A,N/A,N/A,No router in radius
2628-HU083,16.297358,108.004159,CSG-HUPL25,16.29091,108.01514,2.4706,Success
2628-HU084,16.311379,107.788081,CSG-HUPL10,16.31785,107.7779,1.6547,Success
2628-HU085,16.542048,107.291465,N/A,N/A,N/A,N/A,No router in radius
2628-HU086,16.578316,107.243649,N/A,N/A,N/A,N/A,No router in radius
2628-HU087,16.453119,107.625665,CSG-HUTH2A,16.4562,107.62,1.4645,Success
2628-HU088,16.396056,107.691815,CSG-HUHT24,16.38683,107.686806,1.4154,Success
2628-HU089,16.440919,107.618234,CSG-HUHT32,16.43964,107.614,0.7109,Success
2628-HU090,16.483573,107.611275,CSG-HUTH2D,16.476389,107.60625,1.4325,Success
2628-HU091,16.467416,107.569572,CSG-HUPX28,16.46525,107.56901,0.3605,Success
2628-HU092,16.466981,107.575177,CSG-HUPX28,16.46525,107.56901,0.8933,Success
2628-HU093,16.211538,108.116153,N/A,N/A,N/A,N/A,No router in radius
2628-HU094,16.448256,107.617752,CSG-HUHT32,16.43964,107.614,1.1416,Success
2628-HU095,16.45599,107.54836,CSG-HUPX25,16.46085,107.55659,2.0871999999999997,Success
2628-HU096,16.489291,107.610218,CSG-HUTH2N,16.49246,107.60472,1.4007,Success
2628-HU097,16.4364,107.6234,CSG-HUHT12,16.44264,107.62355,0.9221,Success
2628-HU098,16.695563,107.356145,N/A,N/A,N/A,N/A,No router in radius
2628-HU099,16.655284,107.495797,N/A,N/A,N/A,N/A,No router in radius
2628-HU100,16.672951,107.442895,N/A,N/A,N/A,N/A,No router in radius
2628-HU101,16.405069,107.67177,CSG-HUHTMA01,16.41168,107.67333,1.0822,Success
2628-HU102,16.4244,107.65643,CSG-HUHT15,16.42381,107.6514,2.0394,Success
2628-HU103,16.37285,107.722884,CSG-HUHT35,16.37407,107.7145,1.7667,Success
2628-HU104,16.622,107.5426,N/A,N/A,N/A,N/A,No router in radius
2628-HU105,16.565799,107.631398,CSG-HUTH2P,16.56283,107.64217,1.0338,Success
2628-HU106,16.442754,107.5595,CSG-HUTH24,16.435611,107.565278,1.2182,Success
2628-HU107,16.453113,107.616602,CSG-HUTH2A,16.4562,107.62,1.3257999999999999,Success
2628-HU108,16.581118,107.518015,CSG-HUQD14,16.5873,107.5125,1.1672,Success
2628-HU109,16.530549,107.491769,CSG-HUHA01,16.5252,107.47588,2.6201,Success
2628-HU110,16.493408,107.610618,CSG-HUTH2N,16.49246,107.60472,1.1539000000000001,Success
2628-HU111,16.604144,107.56601,CSG-HUTH1A,16.59592,107.57578,1.6282999999999999,Success
2628-HU112,16.639845,107.42893,CSG-HUQD05,16.62839,107.43266,1.8840999999999999,Success
2628-HU113,16.371314,107.70197,CSG-HUHT35,16.37407,107.7145,1.6716,Success
2628-HU114,16.628741,107.533738,CSG-HUQD06,16.62734,107.51794,2.1414,Success
2628-HU115,16.497687,107.528505,CSG-HUHA08,16.50409,107.51433,1.9794,Success
2628-HU116,16.435919,107.607032,CSG-HUHT32,16.43964,107.614,1.0564,Success
2628-HU117,16.467776,107.566831,CSG-HUPX28,16.46525,107.56901,0.3629,Success
2628-HU118,16.4474,107.44974,N/A,N/A,N/A,N/A,No router in radius
2628-HU119,16.344068,107.442866,N/A,N/A,N/A,N/A,No router in radius
2628-HU120,16.269353,107.370693,N/A,N/A,N/A,N/A,No router in radius
2628-HU121,16.581065,107.545847,N/A,N/A,N/A,N/A,No router in radius
2628-HU122,16.462406,107.725934,N/A,N/A,N/A,N/A,No router in radius
2628-HU123,16.487742,107.553867,CSG-HUHUMA01,16.481683,107.555912,0.8466,Success
2628-HU124,16.459489,107.623564,CSG-HUTH2A,16.4562,107.62,1.5138,Success
2628-HU125,16.461319,107.431326,N/A,N/A,N/A,N/A,No router in radius
2628-HU126,16.482289,107.61585,CSG-HUTH2D,16.476389,107.60625,1.7841,Success
2628-HU127,16.450249,107.582341,CSG-HUTH46,16.45382,107.57707,0.9237000000000001,Success
2628-HU128,16.451159,107.628999,CSG-HUHT12,16.44264,107.62355,1.3849,Success
2628-HU129,16.434396,107.573213,CSG-HUTH24,16.435611,107.565278,1.2139000000000002,Success
2628-HU130,16.499425,107.569811,CSG-HUPX24,16.49046,107.57188,2.1249000000000002,Success
2628-HU131,16.45038,107.598135,CSG-HUTH18,16.44669,107.59563,0.5531,Success
2628-HU132,16.42315,107.589167,CSG-HUTH13,16.41803,107.59219,0.9017000000000001,Success
2628-HU133,16.396056,107.691815,CSG-HUHT24,16.38683,107.686806,1.4154,Success
2628-HU134,16.377641,107.69152,CSG-HUHT24,16.38683,107.686806,2.7475,Success
2628-HU135,16.482572,107.579073,CSG-HUPX35,16.475679,107.579793,1.1562999999999999,Success
2628-HU136,16.472902,107.631334,N/A,N/A,N/A,N/A,No router in radius
2628-HU137,16.466736,107.62727,CSG-HUTH2A,16.4562,107.62,3.2394000000000003,Success
2628-HU138,16.484503,107.624955,CSG-HUPV08,16.49516,107.62916,2.0523000000000002,Success
2628-HU139,16.48027,107.56644,CSG-HUPX05,16.48497,107.56901,0.828,Success
2628-HU140,16.362573,107.472202,N/A,N/A,N/A,N/A,No router in radius
2628-KH001,12.22458587,109.1864865,CSG-KHNT82,12.222056,109.186561,0.43139999999999995,Success
2628-KH002,12.00871,109.21482,CSG-KHCR10,12.020986,109.215965,1.7313,Success
2628-KH003,12.244594,109.025237,N/A,N/A,N/A,N/A,No router in radius
2628-KH004,12.383014,108.966474,N/A,N/A,N/A,N/A,No router in radius
2628-KH005,12.475552,109.050805,N/A,N/A,N/A,N/A,No router in radius
2628-KH006,12.645231,109.179693,CSG-KHVN23-2,12.64482,109.19394,2.4468,Success
2628-KH007,12.236407,109.16862,CSG-KHNT68,12.234349,109.172642,0.7631,Success
2628-KH008,12.482955,109.275915,N/A,N/A,N/A,N/A,No router in radius
2628-KH009,12.35777,108.97013,CSG-KHKV05,12.36449,108.95507,1.9024,Success
2628-KH010,12.667284,109.155789,N/A,N/A,N/A,N/A,No router in radius
2628-KH011,12.51243,108.918273,N/A,N/A,N/A,N/A,No router in radius
2628-KH012,12.19838,109.05333,CSG-KHDK12,12.209992,109.042219,1.917,Success
2628-KH013,11.98916,109.15978,CSG-KHCR19,11.994437,109.152653,1.5205,Success
2628-KH014,12.25106,109.05529,N/A,N/A,N/A,N/A,No router in radius
2628-KH015,12.48028,109.13293,CSG-KHNH10,12.47243,109.12482,1.5375,Success
2628-KH016,11.925497,109.163377,CSG-KHCR50,11.918804,109.160228,1.0937999999999999,Success
2628-KH017,12.26682,109.115327,CSG-KHDKMA01,12.257248,109.107169,3.1341,Success
2628-KH018,12.42172602,108.9762107,N/A,N/A,N/A,N/A,No router in radius
2628-KH019,12.25765403,109.1539183,CSG-KHNT96,12.255769,109.15878,0.6721,Success
2628-KH020,12.19982,109.17318,CSG-KHNTMA01,12.18747,109.17025,1.788,Success
2628-KH021,12.247604,109.17954,CSG-KHNT25,12.242133,109.182258,0.7689,Success
2628-KH022,12.242619,109.174594,CSG-KHNT25,12.242133,109.182258,1.0177,Success
2628-KH023,12.098037,109.153556,N/A,N/A,N/A,N/A,No router in radius
2628-KH024,12.374385,109.195272,CSG-KHNT44,12.364648,109.194306,1.1039,Success
2628-KH025,12.279907,109.176331,CSG-KHNT94,12.277538,109.184481,1.1903,Success
2628-KH026,12.225523,109.09933,N/A,N/A,N/A,N/A,No router in radius
2628-KH027,12.03312648,109.2128807,CSG-KHCR10,12.020986,109.215965,2.698,Success
2628-KH028,11.839593,109.086736,N/A,N/A,N/A,N/A,No router in radius
