Tuyến cáp,lat1,lon1,lat2,lon2,Desc
Khánh Hòa#CAX#Cam An-Khánh Hòa#CAX#Cam Hiệp,11.96294,109.095,12.03192,109.1282,KHCR27-KHCL02
Khánh Hòa#CAX#Cam An-KHCR14,11.96294,109.095,11.90960356,109.1272345,KHCR14-KHCR27
Khánh Hòa#Phòng#Cam Phước Đông-KHCR19,11.94161,109.1131,11.99443734,109.1526529,KHCR47-KHCR19
Khánh Hòa#Phòng#Cam Phước Đông-KHCR49,11.94161,109.1131,11.91870901,109.145014,KHCR49-KHCR47
Khánh Hòa#CAX#Diên Điền-Khánh Hòa#TTCMKV#Diên Khánh,12.27603,109.1203,12.2563,109.0941,KHDKMA01-KHDK08
Khánh Hòa#CAX#Diên Điền-KHNT07,12.27603,109.1203,12.30220011,109.1703001,KHDK08-KHNT07
Khánh Hòa#Phòng#Nhà tạm giam Diên Khánh-Khánh Hòa#TTCMKV#Diên Khánh,12.24635,109.0729,12.2563,109.0941,KHDKMA01-KHDK13
Khánh Hòa#Phòng#Nhà tạm giam Diên Khánh-Khánh Hòa#CAX#Suối Hiệp,12.24635,109.0729,12.22102,109.0838,KHDK13-KHDK06
Khánh Hòa#Phòng#PC08 csc-KHNT1E,12.24904,109.1841,12.25410001,109.1721001,KHNT1E-KHNT05
Khánh Hòa#CAX#Tây Nha Trang-Khánh Hòa#Phòng#Nhà nghỉ dưỡng 378 BCA,12.25114,109.1864,12.25676,109.1976,KHNT1N-KHNT17
Khánh Hòa#CAX#Tây Nha Trang-Khánh Hòa#TTCMKV#CAT Khánh Hòa,12.25114,109.1864,12.23211,109.1958,KHNT17-KHNT24
Khánh Hòa#Phòng#Nhà nghỉ dưỡng 378 BCA-Khánh Hòa#CAX#Bắc Nha Trang,12.25676,109.1976,12.28234,109.1981,KHNT88-KHNT1N
Khánh Hòa#Phòng#Nhà nghỉ dưỡng 378 BCA-Khánh Hòa#CAX#Tây Nha Trang,12.25676,109.1976,12.25114,109.1864,KHNT1N-KHNT17
Khánh Hòa#Phòng#PA08-Khánh Hòa#Phòng#PC06,12.24755,109.19,12.24753,109.1896,KHNT25-KHNT84
Khánh Hòa#Phòng#PA06 cs2-KHNT26,12.23647,109.1846,12.22520174,109.1833831,KHNT26-KHNT55
Khánh Hòa#Phòng#PC08 (xử lý vi phạm)-Khánh Hòa#Phòng#PC06,12.24807,109.1858,12.24753,109.1896,KHNT84-KHNT60
Khánh Hòa#Phòng#PC08 (xử lý vi phạm)-Khánh Hòa#TTCMKV#CAT Khánh Hòa,12.24807,109.1858,12.23211,109.1958,KHNT60-KHNT24
Khánh Hòa#Phòng#NTG Nha Trang cũ-Khánh Hòa#Phòng#PK02 cs1,12.27693,109.1884,12.27875,109.1889,KHNT94-KHNT79
Khánh Hòa#Phòng#NTG Nha Trang cũ-KHNT28,12.27693,109.1884,12.26617101,109.19621,KHNT79-KHNT28
Khánh Hòa#Phòng#CATP Nha trang cũ-KHNT1R,12.24647,109.1894,12.23172001,109.1959501,KHNT1R-KHNT83
Khánh Hòa#Phòng#CATP Nha trang cũ-Khánh Hòa#TTCMKV#CAT Khánh Hòa,12.24647,109.1894,12.23211,109.1958,KHNT83-KHNT24
Khánh Hòa#Phòng#PC06-Khánh Hòa#Phòng#PA08,12.24753,109.1896,12.24755,109.19,KHNT25-KHNT84
Khánh Hòa#Phòng#PC06-Khánh Hòa#Phòng#PC08 (xử lý vi phạm),12.24753,109.1896,12.24807,109.1858,KHNT84-KHNT60
Khánh Hòa#CAX#Bắc Nha Trang-KHNT07,12.28234,109.1981,12.30220011,109.1703001,KHNT07-KHNT88
Khánh Hòa#CAX#Bắc Nha Trang-Khánh Hòa#Phòng#Nhà nghỉ dưỡng 378 BCA,12.28234,109.1981,12.25676,109.1976,KHNT88-KHNT1N
Khánh Hòa#Phòng#PC07-KHNT56,12.2391,109.1866,12.2193301,109.1953001,KHNT56-KHNT90
Khánh Hòa#Phòng#PK02 cs1-KHNT62,12.27875,109.1889,12.26788503,109.1721217,KHNT62-KHNT94
Khánh Hòa#Phòng#PK02 cs1-Khánh Hòa#Phòng#NTG Nha Trang cũ,12.27875,109.1889,12.27693,109.1884,KHNT94-KHNT79
Phú Yên#CAX#Hòa Xuân-PYDH19,12.908726,109.36974,12.97522,109.32653,PYDH19-PYDH11
Phú Yên#CAX#Hòa Xuân-PYDH17,12.908726,109.36974,12.95934,109.40238,PYDH11-PYDH17
Phú Yên#Phòng#TTCMKV Đông Hòa-PYDH09,12.990696,109.33169,13.034347,109.297636,PYDH09-PYDH20
Phú Yên#Phòng#TTCMKV Đông Hòa-PYDH12,12.990696,109.33169,12.94611,109.33923,PYDH20-PYDH12
Phú Yên#CAX#Hòa Hiệp (CS2)-PYDH30,12.99784,109.3701,12.99888,109.36395,PYDH30-PYDH24
Phú Yên#CAX#Hòa Hiệp (CS2)-PYPY09,12.99784,109.3701,13.06397,109.32752,PYDH24-PYPY09
Phú Yên#CAX#Xuân Phước-PYDX23,13.298438,109.066,13.32346431,109.0784358,PYDX23-PYDX03
Phú Yên#CAX#Xuân Phước-PYSA09,13.298438,109.066,13.2048,109.0634,PYDX03-PYSA09
Phú Yên#CAX#Phú Hòa 2-PYPH18,13.082015,109.216297,13.079425,109.259634,PYPH03-PYPH18
Phú Yên#CAX#Phú Hòa 2-Phú Yên#TTCMKV#Phú Hòa,13.082015,109.216297,13.0231,109.207,PYPH04-PYPH03
Phú Yên#Phòng#PC08-PYPH07,13.071469,109.275869,13.03807,109.257045,PYPH07-PYPH17
Phú Yên#Phòng#PC08-Phú Yên#TTCMKV#TT2 Tuy Hòa,13.071469,109.275869,13.09474,109.293,PYPH17-PYPY01
Phú Yên#CAX#Phú Yên-PYDH09,13.0529675,109.3105219,13.034347,109.297636,PYDH09-PYPY33
Phú Yên#CAX#Phú Yên-PYDH05,13.0529675,109.3105219,13.01722,109.33051,PYPY33-PYDH05
Phú Yên#CAX#Vân Hòa-PYSA14,13.0497487,108.9789,13.085069,108.954368,PYSA14-PYSA16
Phú Yên#CAX#Vân Hòa-PYSA10,13.0497487,108.9789,13.06365,109.02528,PYSA16-PYSA10
Phú Yên#CAX#Tuy An Đông-PYTA33,13.340476,109.254179,13.35202,109.24627,PYTA33-PYTA05
Phú Yên#CAX#Tuy An Đông-Phú Yên#CAX#Tuy An Bắc,13.340476,109.254179,13.308276,109.215649,PYTA05-PYTA14
Phú Yên#CAX#Tuy An Nam-PYPY38,13.181704,109.28728,13.163281,109.29197,PYPY38-PYTA12
Phú Yên#CAX#Tuy An Nam-PYTA19,13.181704,109.28728,13.202164,109.275974,PYTA12-PYTA19
Phú Yên#CAX#Ô Loan-VNPOST Hòa Đa,13.240071,109.257643,13.20203,109.27016,VNPOST Hòa Đa-PYTA32
Phú Yên#CAX#Ô Loan-PYTA07,13.240071,109.257643,13.262696,109.252363,PYTA32-PYTA07
Phú Yên#CAX#Đức Bình-PYDH10,12.932763,109.239138,12.98791,109.27635,PYDH10-PYTH03
Phú Yên#CAX#Đức Bình-Phú Yên#CAX#Hòa Mỹ,12.932763,109.239138,12.96442,109.18387,PYTH03-PYTH06
Phú Yên#CAX#Hòa Mỹ-Phú Yên#CAX#Đức Bình,12.96442,109.18387,12.932763,109.239138,PYTH03-PYTH06
Phú Yên#CAX#Hòa Mỹ-Phú Yên#CAX#Sơn Thành,12.96442,109.18387,12.984385,109.095316,PYTH06-PYTH01
Phú Yên#CAX#Sơn Thành-PYDH09,12.984385,109.095316,13.034347,109.297636,PYDH09-PYTH01
Phú Yên#CAX#Sơn Thành-Phú Yên#TTCMKV#TT2 Tuy Hòa,12.984385,109.095316,13.09474,109.293,PYTH01-PYPY01
Phú Yên#CAX#Sơn Thành-PYTH17,12.984385,109.095316,12.99271,109.13042,PYTH17-PYTH01
Phú Yên#CAX#Sơn Thành-Phú Yên#CAX#Hòa Mỹ,12.984385,109.095316,12.96442,109.18387,PYTH06-PYTH01
Phú Yên#CAX#Sơn Thành-PYTH12,12.984385,109.095316,12.93258,109.15484,PYTH12-PYTH01
Phú Yên#CAX#Sơn Thành-PYTH10,12.984385,109.095316,12.9638,109.0539,PYTH01-PYTH10
Phú Yên#CAX#Sơn Thành-PYTH10,12.984385,109.095316,12.9638,109.0539,PYTH10-PYTH01
Gia Lai#CAX#Cửu An-GLAK02,13.979393,108.708116,13.97381,108.67932,GLAK02-GLAK09
Gia Lai#CAX#Cửu An-GLAK10,13.979393,108.708116,14.00313,108.68961,GLAK09-GLAK10
Gia Lai#CAX#Ia Lâu-GLCS28,13.48368,107.8729,13.65337,108.09899,GLCS28-GLCR19
Gia Lai#CAX#Ia Lâu-GLCR28,13.48368,107.8729,13.58029,107.86524,GLCR19-GLCR28
Gia Lai#CAX#AlBá-GLCS06,13.73727,108.1185,13.806316,108.1073,GLCS06-GLCS05
Gia Lai#CAX#AlBá-GLCS17,13.73727,108.1185,13.579162,108.228008,GLCS05-GLCS17
Gia Lai#CAX#Ia Krêl-GLCR02,13.83573,107.7917,13.82348,107.89296,GLCR02-GLDC02
Gia Lai#CAX#Ia Krêl-GLDC03,13.83573,107.7917,13.79748,107.64458,GLDC02-GLDC03
Gia Lai#CAX#KDang-Gia Lai#CAX#Đăk Đoa,13.99935,108.1742,13.99525,108.1132,GLDD01-GLDD03
Gia Lai#CAX#KDang-GLDD02,13.99935,108.1742,14.00637,108.20633,GLDD03-GLDD02
Gia Lai#CAX#Kon Gang-GLDD06,14.05945,108.0952,14.10531,108.11626,GLDD06-GLDD05
Gia Lai#CAX#Kon Gang-GLPK05,14.05945,108.0952,14.02933,107.98911,GLDD05-GLPK05
Gia Lai#CAX#Đăk Sơ Mei-GLCP12,14.16823,108.1403,14.22729,107.98948,GLCP12-GLDD07
Gia Lai#CAX#Đăk Sơ Mei-GLDD06,14.16823,108.1403,14.10531,108.11626,GLDD07-GLDD06
Gia Lai#CAX#Ia Băng-GLPK79,13.89347,108.0485,13.89914,108.0179,GLPK79-GLDD14
Gia Lai#CAX#Ia Băng-GLDD21,13.89347,108.0485,13.878516,108.127397,GLDD14-GLDD21
Gia Lai#CAX#An Bình-GLDP11,13.959361,108.61423,13.93478,108.60108,GLDP11-GLDP09
Gia Lai#CAX#An Bình-GLAK03,13.959361,108.61423,13.99493,108.65478,GLDP09-GLAK03
Gia Lai#CAX#Diên Hồng-Gia Lai#TTCMKV#TT2 Gia Lai,13.96712,107.9919,13.97629,107.9924,GLPK65-GLPK27
Gia Lai#CAX#Diên Hồng-GLIG06,13.96712,107.9919,13.9725741,107.9565511,GLPK27-GLIG06
Gia Lai#Phòng#K02 (D1/E20)-Gia Lai#TTCMKV#TT2 Gia Lai,13.93993,108.0063,13.97629,107.9924,GLPK65-GLPK72
Gia Lai#Phòng#K02 (D1/E20)-GLPK79,13.93993,108.0063,13.89914,108.0179,GLPK72-GLPK79
Kon Tum#CAX#Đăk Mar-Kon Tum#CAX#Đăk Ui,14.54562,107.92,14.53098,107.9402,KTDH15-KTDH06
Kon Tum#CAX#Đăk Mar-KTDH22,14.54562,107.92,14.5199,107.91507,KTDH06-KTDH22
Kon Tum#CAX#Đăk Ui-KTDH09,14.53098,107.9402,14.518508,107.946291,KTDH09-KTDH15
Kon Tum#CAX#Đăk Ui-Kon Tum#CAX#Đăk Mar,14.53098,107.9402,14.54562,107.92,KTDH15-KTDH06
Kon Tum#Phòng ban#PC11-Kon Tum#TTCMKV#Đăk Hà,14.48789,107.9599,14.49126,107.9251,KTDH01-KTDH18
Kon Tum#Phòng ban#PC11-KTDH08,14.48789,107.9599,14.50654,108.00968,KTDH18-KTDH08
Kon Tum#CAX#Kon Đào-KTDH01 (KTDH_newsite1),14.69842,107.8363,14.49433,107.92508,KTDH01 (KTDH_newsite1)-KTDT04
Kon Tum#CAX#Kon Đào-KTDT17,14.69842,107.8363,14.7280737,107.7528482,KTDT04-KTDT17
Đăk Lăk#CAX#Buôn Ma Thuột-DLBT22,12.712313,108.06892,12.6978,108.02938,DLBT11-DLBT22
Đăk Lăk#CAX#Buôn Ma Thuột-DLBT52,12.712313,108.06892,12.68915,108.04834,DLBT52-DLBT11
Đăk Lăk#Phòng#PC08-Đăk Lăk#Phòng#Trại tạm giam Buôn Mê Thuột,12.6994,108.0564,12.71203,108.0661,DLBT84-DLBT80
Đăk Lăk#Phòng#PC08-Đăk Lăk#TTCMKV#TT1 Đăk Lăk,12.6994,108.0564,12.6843,108.0528,DLBT80-DLBT09
Đăk Lăk#Phòng#Trại tạm giam Buôn Mê Thuột-DLBT54,12.71203,108.0661,12.6884,108.035,DLBT54-DLBT84
Đăk Lăk#Phòng#Trại tạm giam Buôn Mê Thuột-Đăk Lăk#Phòng#PC08,12.71203,108.0661,12.6994,108.0564,DLBT84-DLBT80
Đăk Lăk#CAX#Cư M’gar-DLCG30,12.85251,108.1049,12.8166,108.071,DLCG06-DLCG30
Đăk Lăk#CAX#Cư M’gar-DLCG41,12.85251,108.1049,12.89177,108.17996,DLCG41-DLCG06
Đăk Lăk#CAX#Ea M’Droh-DLCG14,12.86058,107.9652,12.830697,108.033728,DLCG33-DLCG14
Đăk Lăk#CAX#Ea M’Droh-DLCG08,12.86058,107.9652,12.89577,108.06609,DLCG08-DLCG33
Đăk Lăk#CAX#Ea Hiao-Đăk Lăk#CAX#Dliê Ya,13.26653,108.2872,13.11643,108.3293,DLEH07-DLKN15
Đăk Lăk#CAX#Ea Hiao-DLEH18,13.26653,108.2872,13.20129,108.21557,DLEH18-DLEH07
Đăk Lăk#CAX#Cư Pơng-Đăk Lăk#CAX#Krông Búk,13.00979,108.1509,13.03864,108.2186,DLKB31-DLKB22
Đăk Lăk#CAX#Cư Pơng-DLCG32,13.00979,108.1509,12.9595,108.08953,DLKB22-DLCG32
Đăk Lăk#CAX#Krông Búk-Đăk Lăk#CAX#Cư Pơng,13.03864,108.2186,13.00979,108.1509,DLKB31-DLKB22
Đăk Lăk#CAX#Krông Búk-Đăk Lăk#CAX#Pơng Drang,13.03864,108.2186,12.97057,108.2454,DLKB36-DLKB31
Đăk Lăk#CAX#Pơng Drang-Đăk Lăk#CAX#Krông Búk,12.97057,108.2454,13.03864,108.2186,DLKB36-DLKB31
Đăk Lăk#CAX#Pơng Drang-DLKB14,12.97057,108.2454,12.940084,108.23028,DLKB14-DLKB36
Đăk Lăk#CAX#Dliê Ya-Đăk Lăk#TTCMKV#KRông Năng,13.11643,108.3293,12.951746,108.34468,DLKN15-DLKN27
Đăk Lăk#CAX#Dliê Ya-Đăk Lăk#CAX#Ea Hiao,13.11643,108.3293,13.26653,108.2872,DLEH07-DLKN15
