Name,Lat,Lon,Site ID,Type,Priority
HUPX24,16.49046,107.57188,,CSG,2
HUPX25,16.46085,107.55659,,CSG,2
HUPX28,16.46525,107.56901,,CSG,2
HUPX35,16.475679,107.579793,,CSG,2
HUPX67,16.52375,107.57096,,CSG,2
HUPX72,16.375989,107.564828,,CSG,2
HUQD05,16.62839,107.43266,,CSG,2
HUQD06,16.62734,107.51794,,CSG,2
HUQD08,16.55725,107.48646,,CSG,2
HUQD10,16.55901,107.52924,,CSG,2
HUQD14,16.5873,107.5125,,CSG,2
HUQD25,16.62095,107.44789,,CSG,2
HUTH03,16.447813,107.557794,,CSG,2
HUTH05,16.44969,107.60714,,CSG,2
HUTH11,16.460556,107.588222,,CSG,2
HUTH13,16.41803,107.59219,,CSG,2
HUTH14,16.441389,107.588556,,CSG,2
HUTH18,16.44669,107.59563,,CSG,2
HUTH19,16.443067,107.581723,,CSG,2
HUTH1A,16.59592,107.57578,,CSG,2
HUTH1F,16.51095,107.60384,,CSG,2
HUTH1J,16.5376,107.59998,,CSG,2
HUTH1M,16.484,107.59832,,CSG,2
HUTH20,16.45221,107.58958,,CSG,2
HUTH24,16.435611,107.565278,,CSG,2
HUTH27,16.45711,107.585419,,CSG,2
HUTH29,16.444861,107.566333,,CSG,2
HUTH2A,16.4562,107.62,,CSG,2
HUTH2B,16.42066,107.58053,,CSG,2
HUTH2D,16.476389,107.60625,,CSG,2
HUTH2E,16.39312,107.60934,,CSG,2
HUTH2N,16.49246,107.60472,,CSG,2
HUTH2P,16.56283,107.64217,,CSG,2
HUTH30,16.476861,107.597694,,CSG,2
HUTH32,16.45543,107.57102,,CSG,2
HUTH33,16.454313,107.605146,,CSG,2
HUTH35,16.44359,107.54018,,CSG,2
HUTH38,16.46218,107.60086,,CSG,2
HUTH40,16.45435,107.59201,,CSG,2
HUTH44,16.43848,107.59922,,CSG,2
HUTH46,16.45382,107.57707,,CSG,2
HUTH48,16.45792,107.59661,,CSG,2
HUTH49,16.47032,107.59989,,CSG,2
HUTH51,16.44742,107.58385,,CSG,2
HUTH53,16.45983,107.60544,,CSG,2
HUTH54,16.458578,107.591639,,CSG,2
HUTH60,16.46932,107.59374,,CSG,2
HUTH89,16.46522,107.59521,,CSG,2
HUTH98,16.54452,107.57052,,CSG,2
QADB02,15.95509,108.2549,,CSG,2
QADB03,15.93025,108.30269,,CSG,2
QADB06,15.89108,108.29044,,CSG,2
QADB07,15.88473,108.22689,,CSG,2
QADB08,15.90959,108.23822,,CSG,2
QADB11,15.92736,108.26009,,CSG,2
QADB12,15.90544,108.27245,,CSG,2
QADB16,15.93443,108.23181,,CSG,2
QADB22,15.91162,108.18553,,CSG,2
QADB36,15.95881344,108.2381446,,CSG,2
QADB38,15.942619,108.301596,,CSG,2
QADB41,15.90066,108.2878,,CSG,2
QADB45,15.9148,108.2691,,CSG,2
QADB51,15.91591,108.31086,,CSG,2
QADB52,15.90605,108.1592,,CSG,2
QADB53,15.96575,108.25373,,CSG,2
QADB54,15.85333,108.19631,,CSG,2
QADB60,15.91813,108.29428,,CSG,2
QADB73,15.93896,108.20789,,CSG,2
QADL02,15.85217,108.06094,,CSG,2
QADL05,15.85561,107.9979,,CSG,2
QADL09,15.92042,108.1326,,CSG,2
QADL11,15.87941,108.07823,,CSG,2
QADL14,15.8789,108.1048,,CSG,2
QADL15,15.84638,108.08684,,CSG,2
QADL19,15.90587,108.12176,,CSG,2
QADL31,15.87734,108.0925,,CSG,2
QADL34,15.8488,107.94628,,CSG,2
QADX03,15.83824,108.14389,,CSG,2
QADX05,15.84199,108.39322,,CSG,2
QADX12,15.85308,108.27552,,CSG,2
QADX13,15.84296,108.30636,,CSG,2
QADX19,15.82707,108.12114,,CSG,2
QADX20,15.83305,108.27284,,CSG,2
QADX34,15.82321,108.2002,,CSG,2
QADX36,15.85654,108.33887,,CSG,2
QADX39,15.81984,108.24974,,CSG,2
QAHA03,15.87225,108.33853,,CSG,2
QAHA04,15.8812723,108.3430994,,CSG,2
QAHA05,15.88142,108.32143,,CSG,2
QAHA08,15.88778,108.37968,,CSG,2
QAHA10,15.866546,108.3212598,,CSG,2
QAHA16,15.88223112,108.3866787,,CSG,2
QAHA18,15.8707757,108.3668772,,CSG,2
QAHA20,15.90278,108.32638,,CSG,2
QAHA25,15.89294,108.3288,,CSG,2
